YEAR,1901,1911,1921,1931,1941,1951,1961,1971,1981,1991,2001,2011
POPULATION,"3,83,96,327","25,20,93,390","25,13,21,213","2,78,97,72,238","31,86,60,580","36,10,88,090","43,92,34,771","54,81,59,652","68,33,29,097","84,64,21,039","1,02,87,37,436","1,21,08,54,977"
